year,model,value,interest_treatment,interest_treatment_label,demographic_specification,demographic_label,model_label,path_type
2026,structural_ols,0.347761128001094,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2027,structural_ols,0.348492431796559,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2028,structural_ols,0.348601467470204,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2029,structural_ols,0.347761692168369,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2030,structural_ols,0.34676958881215,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2031,structural_ols,0.345627265146288,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2032,structural_ols,0.344471625206279,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2033,structural_ols,0.345036103097545,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2034,structural_ols,0.34570532367054,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2035,structural_ols,0.346385328417215,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2036,structural_ols,0.347275635865072,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2037,structural_ols,0.347798879833756,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2038,structural_ols,0.348322123802439,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2039,structural_ols,0.348845367771123,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2040,structural_ols,0.349368611739807,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2041,structural_ols,0.349891855708491,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2042,structural_ols,0.350415099677175,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2043,structural_ols,0.350938343645859,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2044,structural_ols,0.351461587614542,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2045,structural_ols,0.351984831583226,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2046,structural_ols,0.35250807555191,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2047,structural_ols,0.353031319520593,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2048,structural_ols,0.353554563489277,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2049,structural_ols,0.354077807457961,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2050,structural_ols,0.354601051426644,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2051,structural_ols,0.355124295395328,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2052,structural_ols,0.355647539364012,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2053,structural_ols,0.356170783332696,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2054,structural_ols,0.356694027301379,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2055,structural_ols,0.357217271270063,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2056,structural_ols,0.357740515238747,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2057,structural_ols,0.35826375920743,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2058,structural_ols,0.358787003176114,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2059,structural_ols,0.359310247144798,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2060,structural_ols,0.359833491113482,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2061,structural_ols,0.360356735082165,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2062,structural_ols,0.360879979050849,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2063,structural_ols,0.361403223019533,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2064,structural_ols,0.361926466988217,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2065,structural_ols,0.362449710956901,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2066,structural_ols,0.362972954925584,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Structural OLS (levels),Model only
2026,arimax_level,0.36434916677435,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2027,arimax_level,0.364157621793802,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2028,arimax_level,0.363665742356014,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2029,arimax_level,0.362416795418722,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2030,arimax_level,0.361177807844677,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2031,arimax_level,0.359977971562794,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2032,arimax_level,0.358833558568011,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2033,arimax_level,0.358768517942251,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2034,arimax_level,0.358902264697825,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2035,arimax_level,0.359094533926574,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2036,arimax_level,0.359581679655959,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2037,arimax_level,0.3598411583471,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2038,arimax_level,0.360156072255127,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2039,arimax_level,0.360516452449045,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2040,arimax_level,0.360914122713587,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2041,arimax_level,0.361342377164627,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2042,arimax_level,0.361795715839113,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2043,arimax_level,0.362269627833929,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2044,arimax_level,0.362760413442961,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2045,arimax_level,0.363265038279315,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2046,arimax_level,0.36378101363076,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2047,arimax_level,0.364306298330903,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2048,arimax_level,0.36483921827689,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2049,arimax_level,0.365378400420266,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2050,arimax_level,0.365922718628273,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2051,arimax_level,0.366471249280932,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2052,arimax_level,0.367023234853109,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2053,arimax_level,0.367578054045634,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2054,arimax_level,0.368135197287745,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2055,arimax_level,0.368694246644935,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2056,arimax_level,0.369254859339984,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2057,arimax_level,0.369816754237392,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2058,arimax_level,0.370379700758343,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2059,arimax_level,0.370943509789071,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2060,arimax_level,0.371508026224195,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2061,arimax_level,0.37207312285098,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2062,arimax_level,0.372638695333392,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2063,arimax_level,0.373204658098176,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2064,arimax_level,0.373770940960742,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2065,arimax_level,0.374337486357814,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2066,arimax_level,0.374904247077735,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARIMAX (levels),Model only
2026,arimax_diff,0.364313238267616,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2027,arimax_diff,0.3637883581489,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2028,arimax_diff,0.36272861967462,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2029,arimax_diff,0.360823357709012,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2030,arimax_diff,0.359153419828577,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2031,arimax_diff,0.357623155280644,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2032,arimax_diff,0.356057560819822,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2033,arimax_diff,0.357373233801491,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2034,arimax_diff,0.356698172625754,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2035,arimax_diff,0.355989296186118,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2036,arimax_diff,0.355066058524062,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2037,arimax_diff,0.354549607590095,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2038,arimax_diff,0.354033156656128,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2039,arimax_diff,0.35351670572216,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2040,arimax_diff,0.353000254788193,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2041,arimax_diff,0.352483803854225,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2042,arimax_diff,0.351967352920258,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2043,arimax_diff,0.35145090198629,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2044,arimax_diff,0.350934451052323,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2045,arimax_diff,0.350418000118355,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2046,arimax_diff,0.349901549184388,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2047,arimax_diff,0.34938509825042,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2048,arimax_diff,0.348868647316453,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2049,arimax_diff,0.348352196382485,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2050,arimax_diff,0.347835745448518,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2051,arimax_diff,0.34731929451455,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2052,arimax_diff,0.346802843580583,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2053,arimax_diff,0.346286392646615,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2054,arimax_diff,0.345769941712648,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2055,arimax_diff,0.345253490778681,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2056,arimax_diff,0.344737039844713,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2057,arimax_diff,0.344220588910746,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2058,arimax_diff,0.343704137976778,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2059,arimax_diff,0.34318768704281,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2060,arimax_diff,0.342671236108843,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2061,arimax_diff,0.342154785174876,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2062,arimax_diff,0.341638334240908,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2063,arimax_diff,0.341121883306941,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2064,arimax_diff,0.340605432372973,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2065,arimax_diff,0.340088981439005,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2066,arimax_diff,0.339572530505038,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Differenced ARIMAX,Model only
2026,hybrid,0.366367490315056,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2027,hybrid,0.367542938519867,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2028,hybrid,0.36814677180015,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2029,hybrid,0.367843085913668,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2030,hybrid,0.367589659544634,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2031,hybrid,0.367232012508622,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2032,hybrid,0.366924576155541,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2033,hybrid,0.366383756967224,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2034,hybrid,0.366913875660823,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2035,hybrid,0.367481116963481,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2036,hybrid,0.368217718220633,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2037,hybrid,0.368618048140674,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2038,hybrid,0.369018378060715,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2039,hybrid,0.369418707980756,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2040,hybrid,0.369819037900798,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2041,hybrid,0.370219367820839,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2042,hybrid,0.37061969774088,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2043,hybrid,0.371020027660921,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2044,hybrid,0.371420357580962,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2045,hybrid,0.371820687501004,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2046,hybrid,0.372221017421045,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2047,hybrid,0.372621347341086,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2048,hybrid,0.373021677261127,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2049,hybrid,0.373422007181168,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2050,hybrid,0.37382233710121,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2051,hybrid,0.374222667021251,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2052,hybrid,0.374622996941292,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2053,hybrid,0.375023326861333,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2054,hybrid,0.375423656781374,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2055,hybrid,0.375823986701415,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2056,hybrid,0.376224316621457,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2057,hybrid,0.376624646541498,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2058,hybrid,0.377024976461539,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2059,hybrid,0.37742530638158,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2060,hybrid,0.377825636301621,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2061,hybrid,0.378225966221663,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2062,hybrid,0.378626296141704,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2063,hybrid,0.379026626061745,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2064,hybrid,0.379426955981786,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2065,hybrid,0.379827285901828,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2066,hybrid,0.380227615821868,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,Hybrid structural/macro,Model only
2026,ardl_ecm,0.356294527767027,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2027,ardl_ecm,0.352357479459989,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2028,ardl_ecm,0.351638313020092,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2029,ardl_ecm,0.346941838961911,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2030,ardl_ecm,0.341163021416679,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2031,ardl_ecm,0.338162953130964,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2032,ardl_ecm,0.33563911990624,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2033,ardl_ecm,0.334520163750123,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2034,ardl_ecm,0.333472864771474,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2035,ardl_ecm,0.332487663010992,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2036,ardl_ecm,0.331554465140561,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2037,ardl_ecm,0.330434070220543,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2038,ardl_ecm,0.32939112458484,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2039,ardl_ecm,0.328413281013445,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2040,ardl_ecm,0.327490142582209,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2041,ardl_ecm,0.326612949630858,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2042,ardl_ecm,0.325774318684092,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2043,ardl_ecm,0.324968024228057,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2044,ardl_ecm,0.324188815964747,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2045,ardl_ecm,0.323432265529231,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2046,ardl_ecm,0.322694637741523,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2047,ardl_ecm,0.321972782337913,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2048,ardl_ecm,0.321264042832081,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2049,ardl_ecm,0.32056617972957,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2050,ardl_ecm,0.319877305787709,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2051,ardl_ecm,0.319195831397347,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
2052,ardl_ecm,0.318520418479565,exclude_other_interest,Exclude conventional other interest,age_shares,Separate 0-14 and 65+ shares,ARDL error-correction model,Model only
