year,agegp,permearnaltrankt,Npermearnaltranktp1,meanpermearnaltranktp1,Npermearnaltranktp3,meanpermearnaltranktp3,Npermearnaltranktp5,meanpermearnaltranktp5
2007,2,40,53029,38.843,49279,39.37778,47664,40.08428
2007,2,42.5,53030,41.07366,49281,41.37254,47665,41.81029
2007,2,45,53032,43.51628,49283,43.04895,47670,43.17707
2007,2,47.5,53029,45.79225,49283,44.9493,47666,44.99819
2007,2,50,53029,48.06923,49283,46.97473,47667,46.7045
2007,2,52.5,53028,50.43227,49279,48.70388,47667,48.27839
2007,2,55,53029,52.74735,49281,50.74218,47666,50.23564
2007,2,57.5,53032,55.12273,49285,53.02139,47669,52.12069
2007,2,60,53030,57.66289,49279,54.9548,47667,53.95568
2007,2,62.5,53029,60.05108,49283,57.0923,47664,55.76858
2007,2,65,53030,62.42313,49280,59.08223,47669,57.54153
2007,2,67.5,53027,64.7203,49283,61.20918,47664,59.47487
2007,2,70,53029,67.20334,49281,63.26812,47669,61.36172
2007,2,72.5,53030,69.61076,49281,65.39253,47667,63.43839
2007,2,75,53030,72.18143,49284,67.72421,47668,65.5006
2007,2,77.5,53030,74.59778,49281,69.90194,47664,67.60772
2007,2,80,53030,77.03522,49281,72.06806,47667,69.60242
2007,2,82.5,53031,79.58236,49281,74.51586,47668,72.03814
2007,2,85,53027,82.0742,49283,76.90104,47664,74.29478
2007,2,87.5,53030,84.65526,49282,79.37967,47670,76.49155
2007,2,90,53030,87.18127,49280,82.03582,47666,79.08563
2007,2,92.5,53029,89.8038,49282,84.53415,47667,81.64617
2007,2,95,53029,92.33947,49283,86.99022,47667,84.15068
2007,2,97.5,53011,95.10702,49260,89.78766,47647,86.82085
2007,2,99,31817,97.53408,29570,92.44835,28601,89.62664
2007,2,99.9,19092,99.16679,17739,94.95827,17158,91.93352
2007,2,100,2131,99.90215,1984,96.8985,1917,93.92143
2007,3,2.5,50927,3.624019,39315,13.56272,29100,18.73175
2007,3,5,50937,6.048269,39320,15.0746,29106,19.43772
2007,3,7.5,50941,8.520712,39324,16.95633,29105,20.85946
2007,3,10,50935,10.90844,39322,18.47212,29106,21.85431
2007,3,12.5,50936,13.37848,39323,20.0263,29104,23.305
2007,3,15,50942,15.84875,39322,21.56051,29106,24.32355
2007,3,17.5,50936,18.15931,39321,22.97038,29106,25.50507
2007,3,20,50938,20.53476,39323,24.55241,29105,27.00748
2007,3,22.5,50938,22.77337,39322,26.19041,29104,28.13471
2007,3,25,50937,25.00448,39322,27.99948,29106,29.82313
2007,3,27.5,50937,27.25759,39322,29.61477,29105,31.21051
2007,3,30,50940,29.52337,39322,31.42554,29105,32.73868
2007,3,32.5,50937,31.84129,39323,33.36739,29106,34.48624
2007,3,35,50934,34.12933,39323,35.35071,29108,36.33759
2007,3,37.5,50940,36.48728,39322,37.24396,29105,38.06252
2007,3,40,50937,38.87412,39324,39.07673,29106,39.54704
2007,3,42.5,50938,41.15511,39320,41.04322,29105,41.24612
2007,3,45,50938,43.53305,39323,42.85635,29105,42.93203
2007,3,47.5,50938,45.79887,39323,44.96529,29106,44.81618
2007,3,50,50939,48.18827,39322,46.98889,29104,46.63577
2007,3,52.5,50937,50.55396,39320,49.06929,29105,48.39222
2007,3,55,50938,52.93301,39323,51.19687,29106,50.32993
2007,3,57.5,50938,55.36714,39323,53.28413,29105,52.46139
2007,3,60,50937,57.77388,39320,55.52258,29106,54.2933
2007,3,62.5,50938,60.23045,39324,57.56197,29105,56.22403
2007,3,65,50940,62.66644,39322,59.74316,29105,58.27933
2007,3,67.5,50934,65.11243,39323,61.95044,29108,60.45761
2007,3,70,50937,67.6009,39323,64.29268,29106,62.60143
2007,3,72.5,50940,70.0256,39322,66.6155,29105,64.6713
2007,3,75,50937,72.43777,39322,68.65174,29104,66.6928
2007,3,77.5,50937,74.91063,39322,71.11346,29107,69.03697
2007,3,80,50937,77.43473,39323,73.41873,29105,71.04594
2007,3,82.5,50939,79.95464,39322,75.81642,29104,73.69577
2007,3,85,50936,82.47746,39321,78.36961,29106,76.08162
2007,3,87.5,50942,85.06909,39323,80.82004,29106,78.3672
2007,3,90,50937,87.56895,39321,83.4745,29105,81.02776
2007,3,92.5,50934,90.07761,39323,85.85034,29105,83.3913
2007,3,95,50941,92.60996,39324,88.31477,29105,85.75614
2007,3,97.5,50917,95.3425,39304,91.12534,29094,88.36063
2007,3,99,30562,97.65936,23596,93.52678,17466,90.86633
2007,3,99.9,18336,99.14431,14154,95.83769,10476,93.17847
2007,3,100,2049,99.87399,1581,97.82118,1170,94.88287
2008,1,2.5,41319,4.262567,37813,16.61186,36619,23.23944
2008,1,5,41330,6.979338,37817,19.10936,36627,24.88711
2008,1,7.5,41327,9.502442,37819,21.19046,36629,26.36974
2008,1,10,41330,12.05283,37816,23.21124,36628,27.91022
2008,1,12.5,41329,14.33311,37819,24.91735,36627,29.28542
2008,1,15,41325,16.82306,37817,26.41287,36625,30.4249
2008,1,17.5,41330,19.30491,37819,28.04896,36629,31.68788
2008,1,20,41328,21.67538,37819,29.30087,36628,32.81718
2008,1,22.5,41329,23.78776,37818,30.7174,36626,33.73178
2008,1,25,41327,26.15884,37819,32.10967,36628,34.80027
2008,1,27.5,41330,28.53624,37817,33.45937,36629,35.74431
2008,1,30,41326,30.74103,37818,34.73983,36625,37.14571
2008,1,32.5,41331,32.87726,37818,36.28464,36630,37.9819
2008,1,35,41328,35.14467,37820,37.68067,36627,39.2846
2008,1,37.5,41328,37.33992,37814,39.40549,36627,40.42541
2008,1,40,41329,39.61094,37820,40.73227,36627,41.73588
2008,1,42.5,41330,41.5543,37820,42.06299,36629,42.81255
2008,1,45,41326,43.76926,37818,43.76592,36623,44.03951
2008,1,47.5,41328,46.04367,37818,45.22058,36629,45.41133
2008,1,50,41328,48.20719,37817,47.13319,36630,46.88541
2008,1,52.5,41329,50.45342,37820,48.70025,36626,48.14764
2008,1,55,41329,52.72505,37818,50.42196,36630,49.78708
2008,1,57.5,41325,54.96708,37818,52.19346,36622,51.35387
2008,1,60,41329,57.26804,37819,53.90321,36630,52.61516
2008,1,62.5,41330,59.58192,37820,55.63868,36627,54.14964
2008,1,65,41329,61.83703,37815,57.58707,36628,56.13581
2008,1,67.5,41327,64.20075,37820,59.43919,36625,57.46857
2008,1,70,41331,66.54462,37818,61.4086,36631,59.25834
2008,1,72.5,41326,68.91719,37818,63.6235,36624,61.16664
2008,1,75,41329,71.38002,37815,65.3177,36631,62.63139
2008,1,77.5,41328,73.72488,37821,67.43645,36626,64.40463
2008,1,80,41328,76.30244,37817,69.55417,36626,66.31526
2008,1,82.5,41329,78.79349,37820,71.45284,36628,68.05376
2008,1,85,41329,81.17831,37819,73.76418,36630,69.93221
2008,1,87.5,41326,83.78609,37817,76.05854,36624,72.08893
2008,1,90,41330,86.40627,37819,78.43983,36627,74.25215
2008,1,92.5,41329,88.95345,37816,81.13909,36628,76.87041
2008,1,95,41327,91.743,37819,83.94771,36629,79.66133
2008,1,97.5,41314,94.64391,37801,87.02494,36612,82.70124
2008,1,99,24795,97.18602,22692,89.93924,21978,85.56709
2008,1,99.9,14877,98.894,13617,92.03874,13183,87.57284
2008,1,100,1663,99.82101,1520,93.9035,1473,88.53557
2008,2,2.5,53874,4.275342,50166,15.07091,48809,20.51863
2008,2,5,53883,6.607906,50177,16.41876,48817,21.00255
2008,2,7.5,53880,9.0258,50176,18.28745,48817,22.43459
2008,2,10,53886,11.48365,50177,20.0406,48816,23.74087
2008,2,12.5,53884,13.90849,50174,21.51812,48819,24.88879
2008,2,15,53879,16.31592,50179,22.84328,48818,25.90586
2008,2,17.5,53884,18.55517,50177,24.27517,48817,26.97931
2008,2,20,53883,20.80248,50174,25.64052,48817,28.0645
2008,2,22.5,53886,23.03967,50178,27.13315,48818,29.14364
2008,2,25,53884,25.21508,50173,28.93312,48819,30.83937
2008,2,27.5,53882,27.52208,50179,30.36652,48817,31.99687
2008,2,30,53881,29.58157,50177,32.14849,48817,33.53794
2008,2,32.5,53884,31.97072,50176,34.01345,48817,35.24567
2008,2,35,53882,34.26603,50174,35.889,48819,36.94558
2008,2,37.5,53885,36.50459,50177,37.68483,48814,38.40893
2008,2,40,53879,38.85637,50175,39.43086,48819,40.02691
2008,2,42.5,53886,41.09367,50175,41.39583,48816,41.70352
2008,2,45,53883,43.49472,50179,43.19379,48821,43.31544
2008,2,47.5,53884,45.74103,50176,44.99234,48816,44.8601
2008,2,50,53884,48.09615,50173,47.1969,48818,46.92197
2008,2,52.5,53881,50.51054,50179,48.85541,48820,48.3376
2008,2,55,53883,52.78265,50177,50.99686,48816,50.29768
2008,2,57.5,53884,55.26336,50178,53.07374,48821,52.12457
2008,2,60,53882,57.6518,50174,55.1471,48814,54.13683
2008,2,62.5,53884,60.01684,50176,57.10182,48820,55.83554
2008,2,65,53884,62.4095,50178,59.28474,48815,57.78699
2008,2,67.5,53882,64.91927,50174,61.48644,48818,59.65507
2008,2,70,53882,67.34566,50176,63.45418,48816,61.58698
2008,2,72.5,53883,69.68438,50176,65.61397,48818,63.70606
2008,2,75,53883,72.11517,50177,67.88031,48815,65.88922
2008,2,77.5,53883,74.60764,50175,70.09,48821,67.90845
2008,2,80,53881,77.10143,50177,72.57252,48817,70.11443
2008,2,82.5,53888,79.61748,50175,74.68857,48817,72.1901
2008,2,85,53884,82.09502,50177,77.17638,48818,74.67012
2008,2,87.5,53880,84.70731,50177,79.44788,48819,76.79199
2008,2,90,53883,87.24986,50176,81.95291,48817,79.29048
2008,2,92.5,53886,89.77448,50178,84.51143,48818,81.74335
2008,2,95,53880,92.4142,50175,87.09613,48816,84.24338
2008,2,97.5,53863,95.15781,50157,89.75037,48797,86.81645
2008,2,99,32329,97.61801,30104,92.44368,29292,89.43328
2008,2,99.9,19398,99.09446,18067,94.5694,17577,91.73071
2008,2,100,2167,99.78843,2015,96.35818,1960,93.28166
2008,3,2.5,52202,3.516207,40224,12.82533,29836,18.12456
2008,3,5,52212,5.954113,40230,14.43407,29844,18.86027
2008,3,7.5,52210,8.4766,40232,16.40389,29840,20.26555
2008,3,10,52211,10.93378,40232,18.24256,29844,21.86875
2008,3,12.5,52212,13.40512,40228,19.93637,29838,23.14374
2008,3,15,52211,15.89127,40231,21.20279,29844,23.97097
2008,3,17.5,52210,18.13741,40233,22.63401,29841,25.16973
2008,3,20,52211,20.37519,40233,24.33266,29844,26.4985
2008,3,22.5,52210,22.67692,40229,26.05039,29839,27.86891
2008,3,25,52214,24.88239,40230,27.92166,29841,29.61649
2008,3,27.5,52210,27.24336,40234,29.85057,29845,31.30713
2008,3,30,52213,29.6362,40228,31.6865,29840,32.77661
2008,3,32.5,52210,31.83899,40233,33.3988,29843,34.37405
2008,3,35,52210,34.05486,40233,35.50036,29842,36.30257
2008,3,37.5,52212,36.46477,40231,37.24603,29843,37.92674
2008,3,40,52210,38.78587,40231,39.17044,29840,39.56455
2008,3,42.5,52213,41.10449,40232,41.08162,29842,41.3951
2008,3,45,52209,43.50877,40228,43.07256,29840,43.05287
2008,3,47.5,52213,45.87785,40235,45.09916,29843,45.0302
2008,3,50,52212,48.15093,40228,47.09745,29841,46.79753
2008,3,52.5,52209,50.58569,40230,49.28912,29845,48.6615
2008,3,55,52212,52.94006,40235,51.19906,29843,50.41341
2008,3,57.5,52210,55.35259,40228,53.57743,29840,52.62636
2008,3,60,52213,57.82556,40232,55.58737,29842,54.46827
2008,3,62.5,52210,60.29116,40232,57.70531,29840,56.32338
2008,3,65,52213,62.67897,40230,59.88735,29843,58.42364
2008,3,67.5,52209,65.08324,40232,62.245,29842,60.77522
2008,3,70,52210,67.6599,40234,64.41254,29843,62.41602
2008,3,72.5,52213,70.02703,40228,66.5827,29840,64.92814
2008,3,75,52211,72.51019,40233,69.03607,29844,66.99127
2008,3,77.5,52213,74.9603,40231,71.28397,29842,69.08321
2008,3,80,52211,77.48959,40230,73.58244,29840,71.56988
2008,3,82.5,52210,80.04718,40232,76.03258,29843,73.73514
2008,3,85,52210,82.50404,40233,78.51316,29841,76.14153
2008,3,87.5,52211,85.09634,40230,80.96978,29844,78.69351
2008,3,90,52212,87.61757,40228,83.52766,29838,81.2142
2008,3,92.5,52211,90.13343,40233,85.75594,29844,83.51302
2008,3,95,52210,92.67574,40232,88.47388,29840,86.0177
2008,3,97.5,52192,95.32262,40214,90.82172,29832,88.28222
2008,3,99,31328,97.69289,24140,93.32477,17904,90.85497
2008,3,99.9,18795,99.14594,14483,95.71238,10745,93.19782
2008,3,100,2099,99.84211,1617,97.44078,1199,94.08246
2009,1,2.5,42027,3.904569,38952,16.07185,37611,23.40668
2009,1,5,42033,6.674252,38962,18.79199,37617,24.99877
2009,1,7.5,42034,9.378958,38962,20.64146,37618,26.02351
2009,1,10,42035,11.77366,38961,22.6067,37616,27.7345
2009,1,12.5,42034,14.2747,38962,24.24684,37614,28.79618
2009,1,15,42032,16.75383,38961,25.99839,37621,30.03075
2009,1,17.5,42035,19.1768,38962,27.52536,37617,31.31148
2009,1,20,42035,21.53658,38960,29.03303,37617,32.40371
2009,1,22.5,42032,23.90137,38963,30.35156,37617,33.38667
2009,1,25,42035,26.16305,38963,31.74959,37615,34.51723
2009,1,27.5,42036,28.27585,38959,33.22157,37617,35.53936
2009,1,30,42032,30.71521,38962,34.63206,37621,36.7343
2009,1,32.5,42035,32.83594,38961,36.04669,37617,37.81929
2009,1,35,42033,34.98885,38963,37.56639,37616,39.30301
2009,1,37.5,42036,37.17505,38960,39.12616,37618,40.12119
2009,1,40,42033,39.42836,38961,40.53516,37615,41.47256
2009,1,42.5,42038,41.57089,38964,42.04651,37619,42.71706
2009,1,45,42029,43.79268,38962,43.69224,37618,44.10136
2009,1,47.5,42035,45.97302,38959,45.29085,37617,45.49272
2009,1,50,42035,48.23365,38962,46.86405,37615,46.69146
2009,1,52.5,42036,50.43581,38961,48.90463,37618,48.45553
2009,1,55,42035,52.74332,38960,50.53378,37616,49.74569
2009,1,57.5,42029,55.0019,38961,52.47915,37618,51.53559
2009,1,60,42037,57.39066,38963,54.26986,37620,53.03539
2009,1,62.5,42035,59.73527,38963,56.07197,37616,54.57748
2009,1,65,42035,61.93998,38958,57.6664,37617,56.03625
2009,1,67.5,42033,64.29729,38964,59.873,37615,57.96846
2009,1,70,42035,66.75453,38961,61.73364,37618,59.45115
2009,1,72.5,42032,69.12344,38962,63.69407,37619,60.88013
2009,1,75,42036,71.48898,38960,65.74924,37618,62.88662
2009,1,77.5,42035,73.98077,38962,67.907,37615,64.77342
2009,1,80,42032,76.36608,38961,69.75562,37617,66.46481
2009,1,82.5,42035,78.82783,38962,71.99541,37617,68.27275
2009,1,85,42035,81.33434,38962,74.08573,37618,70.24506
2009,1,87.5,42033,83.925,38962,76.43983,37617,72.49679
2009,1,90,42032,86.47085,38961,78.88994,37618,74.58822
2009,1,92.5,42036,89.10074,38961,81.40437,37615,77.03393
2009,1,95,42034,91.87737,38962,84.21472,37619,79.74706
2009,1,97.5,42017,94.75153,38946,87.25806,37601,82.83131
2009,1,99,25223,97.26141,23374,90.31439,22570,85.69225
2009,1,99.9,15132,98.8831,14027,91.97384,13545,87.39926
2009,1,100,1688,99.75616,1567,93.89435,1511,87.87504
2009,2,2.5,54110,3.862534,50937,14.32254,49461,20.21344
2009,2,5,54117,6.387497,50946,15.80801,49471,20.79393
2009,2,7.5,54119,8.925391,50947,17.73997,49472,22.21351
2009,2,10,54119,11.32802,50946,19.40775,49469,23.26742
2009,2,12.5,54119,13.86296,50949,20.928,49470,24.48827
2009,2,15,54121,16.25868,50946,22.36667,49474,25.46403
2009,2,17.5,54119,18.48614,50948,23.86105,49469,26.53363
2009,2,20,54119,20.78908,50946,25.37334,49470,27.80593
2009,2,22.5,54120,23.00106,50946,26.87681,49473,28.97738
2009,2,25,54118,25.22294,50945,28.50182,49468,30.44919
2009,2,27.5,54120,27.4181,50950,30.29198,49471,31.90885
2009,2,30,54120,29.72201,50946,32.12595,49473,33.56276
2009,2,32.5,54119,31.98256,50948,34.09591,49469,35.34959
2009,2,35,54117,34.39032,50946,35.71861,49472,36.80208
2009,2,37.5,54122,36.52769,50946,37.63976,49471,38.37598
2009,2,40,54118,38.88512,50949,39.55509,49467,40.19929
2009,2,42.5,54119,41.17369,50946,41.40487,49472,41.82915
2009,2,45,54119,43.43817,50947,43.13479,49475,43.29302
2009,2,47.5,54122,45.75658,50946,45.1967,49467,45.04416
2009,2,50,54117,48.17957,50946,47.17101,49473,46.82102
2009,2,52.5,54117,50.4781,50949,49.14745,49471,48.62764
2009,2,55,54121,52.88612,50946,51.07521,49467,50.40855
2009,2,57.5,54120,55.22646,50947,53.08376,49475,52.10394
2009,2,60,54121,57.60672,50946,55.2698,49472,54.15762
2009,2,62.5,54116,60.10292,50946,57.51689,49469,56.14109
2009,2,65,54122,62.50863,50949,59.47913,49469,58.03394
2009,2,67.5,54117,64.88521,50946,61.69114,49472,60.04523
2009,2,70,54119,67.33786,50948,63.7204,49469,61.78645
2009,2,72.5,54120,69.76745,50946,65.92877,49473,63.66513
2009,2,75,54121,72.19856,50946,68.14723,49470,65.87225
2009,2,77.5,54117,74.74051,50949,70.57316,49469,68.22594
2009,2,80,54122,77.20747,50946,72.71909,49471,70.22747
2009,2,82.5,54117,79.59892,50946,75.07436,49472,72.50049
2009,2,85,54120,82.1324,50948,77.37769,49469,74.58949
2009,2,87.5,54120,84.70517,50945,79.82426,49474,76.95238
2009,2,90,54118,87.29229,50950,82.37935,49470,79.5703
2009,2,92.5,54120,89.88087,50946,84.87729,49469,81.76048
2009,2,95,54118,92.459,50947,87.31155,49472,84.43274
2009,2,97.5,54098,95.18748,50926,89.84924,49451,86.89567
2009,2,99,32470,97.56242,30566,92.4564,29681,89.61917
2009,2,99.9,19484,99.12369,18342,94.72902,17811,92.03025
2009,2,100,2176,99.88177,2049,96.89677,1989,93.20977
2009,3,2.5,52640,3.257608,40787,12.21273,30011,17.82688
2009,3,5,52654,5.811753,40793,14.02188,30018,18.67728
2009,3,7.5,52653,8.40304,40795,15.8845,30017,20.04657
2009,3,10,52649,10.88873,40792,17.71793,30018,21.45949
2009,3,12.5,52652,13.42532,40795,19.31439,30017,22.65976
2009,3,15,52654,15.76815,40794,20.81157,30016,23.79172
2009,3,17.5,52651,18.00535,40794,22.49642,30017,25.16599
2009,3,20,52651,20.42007,40794,24.05446,30019,26.20447
2009,3,22.5,52652,22.62154,40795,25.90856,30018,27.96495
2009,3,25,52654,24.90421,40793,27.74499,30017,29.57551
2009,3,27.5,52646,27.23485,40794,29.62613,30017,31.16785
2009,3,30,52657,29.53646,40794,31.56022,30016,32.9884
2009,3,32.5,52650,31.87111,40793,33.46382,30018,34.53075
2009,3,35,52653,34.26583,40795,35.27748,30017,36.09712
2009,3,37.5,52649,36.58117,40796,37.34091,30019,37.88411
2009,3,40,52654,38.88144,40792,39.14596,30017,39.6064
2009,3,42.5,52654,41.1588,40792,41.10784,30018,41.3492
2009,3,45,52651,43.47515,40797,43.20101,30015,43.10116
2009,3,47.5,52652,45.84518,40792,45.1154,30020,44.93907
2009,3,50,52652,48.2233,40793,47.21045,30014,46.90149
2009,3,52.5,52650,50.60288,40798,49.3724,30018,48.63892
2009,3,55,52650,52.99754,40792,51.53092,30020,50.7924
2009,3,57.5,52652,55.486,40795,53.57285,30015,52.58498
2009,3,60,52654,57.84419,40793,55.74992,30018,54.5821
2009,3,62.5,52654,60.34847,40793,57.90471,30018,56.53283
2009,3,65,52648,62.68795,40794,60.12408,30018,58.64997
2009,3,67.5,52653,65.16831,40796,62.34948,30017,60.67027
2009,3,70,52650,67.55119,40793,64.5601,30018,62.76641
2009,3,72.5,52658,70.0255,40794,66.75552,30016,64.8288
2009,3,75,52647,72.49462,40795,69.07626,30017,66.96657
2009,3,77.5,52652,75.02044,40792,71.58153,30017,69.59243
2009,3,80,52653,77.53659,40795,73.88767,30019,71.56284
2009,3,82.5,52651,79.94129,40794,76.15391,30018,73.90891
2009,3,85,52652,82.49169,40794,78.45493,30017,75.99715
2009,3,87.5,52654,85.11095,40793,81.27251,30015,78.7329
2009,3,90,52649,87.67696,40796,84.00519,30018,81.5388
2009,3,92.5,52651,90.11164,40792,86.12798,30018,83.68637
2009,3,95,52653,92.66738,40795,88.55051,30017,85.80346
2009,3,97.5,52634,95.38197,40777,91.17921,30006,88.44391
2009,3,99,31591,97.6748,24476,93.81379,18011,91.01708
2009,3,99.9,18953,99.15739,14687,95.58996,10805,92.85303
2009,3,100,2116,99.79307,1640,97.29762,1207,94.11559
2010,1,2.5,43559,4.277305,40279,17.07626,38643,23.96987
2010,1,5,43570,6.922622,40292,19.25316,38650,25.1323
2010,1,7.5,43569,9.425509,40283,21.04319,38653,26.37282
2010,1,10,43568,11.79621,40292,22.69485,38648,27.48137
2010,1,12.5,43571,14.21992,40284,24.20625,38651,28.82071
2010,1,15,43567,16.52982,40290,25.97622,38653,30.01726
2010,1,17.5,43568,18.98881,40288,27.3791,38649,31.06212
2010,1,20,43569,21.34613,40287,28.80984,38652,32.10957
2010,1,22.5,43570,23.64233,40286,30.28974,38649,33.06989
2010,1,25,43568,26.00019,40289,31.96744,38650,34.61074
2010,1,27.5,43568,28.33076,40290,33.02206,38652,35.57742
2010,1,30,43568,30.44138,40287,34.55972,38651,36.56443
2010,1,32.5,43571,32.77425,40289,35.87584,38652,37.65269
2010,1,35,43567,35.01096,40287,37.30736,38649,38.90506
2010,1,37.5,43571,37.1669,40286,38.81133,38648,40.07504
2010,1,40,43566,39.44779,40290,40.39307,38653,41.5113
2010,1,42.5,43570,41.59842,40285,42.03849,38650,42.82369
2010,1,45,43568,43.80252,40289,43.50079,38652,43.9964
2010,1,47.5,43569,45.91527,40286,45.19902,38650,45.43227
2010,1,50,43569,48.13823,40292,46.85499,38652,46.79495
2010,1,52.5,43568,50.42758,40288,48.66719,38649,48.27461
2010,1,55,43569,52.69384,40286,50.40571,38650,49.83608
2010,1,57.5,43568,55.0013,40289,52.21559,38652,51.44208
2010,1,60,43569,57.33984,40286,54.02937,38650,52.68827
2010,1,62.5,43568,59.60073,40289,55.98125,38654,54.58215
2010,1,65,43570,62.10967,40286,57.91842,38648,56.43941
2010,1,67.5,43567,64.41659,40287,59.89685,38648,57.93318
2010,1,70,43571,66.80127,40290,61.72742,38653,59.35538
2010,1,72.5,43568,69.21338,40286,63.72243,38650,61.29528
2010,1,75,43568,71.55602,40291,65.68021,38650,63.02461
2010,1,77.5,43568,74.085,40288,67.70628,38652,64.65739
2010,1,80,43569,76.47196,40288,69.87453,38649,66.57796
2010,1,82.5,43570,78.90015,40285,71.89517,38652,68.41032
2010,1,85,43568,81.40305,40288,74.20311,38650,70.47883
2010,1,87.5,43568,84.03722,40291,76.71043,38651,72.50581
2010,1,90,43570,86.548,40283,78.9315,38652,74.62189
2010,1,92.5,43568,89.1327,40292,81.60909,38648,77.02552
2010,1,95,43569,91.84245,40283,84.29115,38652,79.63479
2010,1,97.5,43554,94.79539,40276,87.47536,38635,82.8938
2010,1,99,26140,97.19201,24170,89.96773,23188,85.46339
2010,1,99.9,15687,98.78188,14506,91.97548,13917,87.71413
2010,1,100,1748,99.73055,1619,93.20365,1554,87.71158
2010,2,2.5,54955,4.185199,51607,15.14635,49747,20.66165
2010,2,5,54965,6.474243,51618,16.03154,49760,20.76416
2010,2,7.5,54969,8.906029,51620,17.76434,49756,22.07455
2010,2,10,54965,11.31788,51617,19.21389,49761,23.05837
2010,2,12.5,54967,13.73221,51619,20.85488,49757,24.22167
2010,2,15,54966,16.1254,51616,22.1399,49756,25.14047
2010,2,17.5,54968,18.41692,51617,23.59919,49761,26.40261
2010,2,20,54965,20.6758,51620,25.24412,49758,27.68492
2010,2,22.5,54969,22.90189,51617,26.63356,49756,28.85408
2010,2,25,54966,25.0097,51620,28.17569,49759,30.24859
2010,2,27.5,54963,27.2882,51616,30.12335,49757,31.82071
2010,2,30,54967,29.64324,51618,31.96224,49758,33.49866
2010,2,32.5,54967,31.92318,51618,33.7504,49758,35.07848
2010,2,35,54967,34.15124,51616,35.66299,49760,36.68564
2010,2,37.5,54964,36.61398,51620,37.5772,49758,38.47252
2010,2,40,54967,38.92976,51618,39.27684,49761,39.90634
2010,2,42.5,54968,41.10523,51616,41.2322,49755,41.6173
2010,2,45,54969,43.55124,51619,43.1525,49757,43.40828
2010,2,47.5,54964,45.83507,51619,45.15325,49756,45.18976
2010,2,50,54968,48.1782,51617,47.04205,49760,46.78202
2010,2,52.5,54963,50.4826,51617,49.01701,49758,48.59071
2010,2,55,54964,52.92999,51619,51.21229,49757,50.55409
2010,2,57.5,54969,55.27581,51619,53.37497,49757,52.50115
2010,2,60,54966,57.69397,51616,55.36555,49759,54.3809
2010,2,62.5,54969,60.06776,51617,57.44511,49758,56.18819
2010,2,65,54965,62.56801,51620,59.55265,49756,58.0806
2010,2,67.5,54966,64.92677,51617,61.5163,49761,59.81408
2010,2,70,54967,67.31513,51617,63.78461,49757,61.87272
2010,2,72.5,54967,69.84386,51619,66.02345,49760,63.87086
2010,2,75,54963,72.3204,51618,68.3471,49757,66.16837
2010,2,77.5,54966,74.76472,51618,70.51707,49757,68.17757
2010,2,80,54967,77.19847,51620,72.78374,49762,70.22571
2010,2,82.5,54967,79.68063,51617,75.2578,49752,72.43991
2010,2,85,54967,82.23323,51617,77.71539,49762,74.90733
2010,2,87.5,54966,84.80664,51617,80.15556,49756,76.99674
2010,2,90,54968,87.3681,51620,82.44266,49758,79.46941
2010,2,92.5,54965,89.86156,51615,84.92081,49760,81.90953
2010,2,95,54969,92.44656,51621,87.47516,49756,84.45049
2010,2,97.5,54945,95.13109,51597,89.86491,49741,86.97645
2010,2,99,32978,97.52363,30969,92.5593,29855,89.8782
2010,2,99.9,19787,98.96854,18583,94.73831,17912,92.18507
2010,2,100,2210,99.85793,2075,96.73087,1999,94.03814
2010,3,2.5,53331,3.460269,41075,13.11731,29898,18.53741
2010,3,5,53342,5.935732,41086,14.279,29903,18.75646
2010,3,7.5,53339,8.365423,41086,15.69032,29903,19.76425
2010,3,10,53342,10.82745,41084,17.57527,29902,21.35448
2010,3,12.5,53338,13.24639,41082,19.00142,29903,22.36189
2010,3,15,53340,15.62907,41086,20.61986,29904,23.68363
2010,3,17.5,53340,17.96992,41086,22.20495,29902,24.83192
2010,3,20,53341,20.28799,41083,24.0446,29902,26.39481
2010,3,22.5,53341,22.61859,41085,25.66659,29906,27.86374
2010,3,25,53338,24.90318,41084,27.58072,29901,29.61008
2010,3,27.5,53342,27.20239,41085,29.35814,29902,31.1086
2010,3,30,53339,29.50394,41085,31.25532,29903,32.7644
2010,3,32.5,53340,31.79745,41084,33.20357,29902,34.54478
2010,3,35,53342,34.1129,41086,35.08522,29904,36.11934
2010,3,37.5,53339,36.5115,41081,37.15905,29902,37.95949
2010,3,40,53342,38.84061,41086,39.0678,29905,39.76656
2010,3,42.5,53340,41.08844,41086,41.03256,29901,41.37598
2010,3,45,53339,43.52808,41082,43.07881,29905,43.37778
2010,3,47.5,53340,45.79834,41086,45.00203,29901,44.98154
2010,3,50,53340,48.24783,41086,47.17746,29903,46.67347
2010,3,52.5,53342,50.63384,41083,49.2083,29906,48.82071
2010,3,55,53339,53.01374,41085,51.29811,29900,50.46312
2010,3,57.5,53340,55.43382,41084,53.53644,29906,52.71963
2010,3,60,53341,57.87494,41085,55.83868,29899,54.74284
2010,3,62.5,53341,60.39053,41084,57.92426,29905,56.66058
2010,3,65,53339,62.70878,41082,60.13052,29902,58.54173
2010,3,67.5,53342,65.19519,41087,62.28619,29905,60.80785
2010,3,70,53340,67.64651,41084,64.57161,29901,62.81216
2010,3,72.5,53339,70.14085,41084,67.00079,29904,64.80949
2010,3,75,53339,72.56186,41087,69.27574,29901,67.23324
